datetime,open,high,low,close,volume,symbol,source
2025-07-30 11:05:00,210.27,210.28999,210.22,210.25,49915,AAPL,twelve_data
2025-07-30 11:06:00,210.25999,210.36,210.215,210.31,72167,AAPL,twelve_data
2025-07-30 11:07:00,210.31,210.345,210.25,210.25999,38524,AAPL,twelve_data
2025-07-30 11:08:00,210.26019,210.27,210.17,210.17,49624,AAPL,twelve_data
2025-07-30 11:09:00,210.16,210.2,210.070007,210.089996,55637,AAPL,twelve_data
2025-07-30 11:10:00,210.070007,210.11,210.031998,210.070007,64534,AAPL,twelve_data
2025-07-30 11:11:00,210.070007,210.080399,209.89999,209.91499,274100,AAPL,twelve_data
2025-07-30 11:12:00,209.91,209.92,209.75999,209.8,109201,AAPL,twelve_data
2025-07-30 11:13:00,209.795,209.85001,209.74001,209.8,98814,AAPL,twelve_data
2025-07-30 11:14:00,209.785,209.83,209.7,209.83,76875,AAPL,twelve_data
2025-07-30 11:15:00,209.825,209.83,209.67999,209.8,68453,AAPL,twelve_data
2025-07-30 11:16:00,209.795,209.95,209.7906,209.9201,85035,AAPL,twelve_data
2025-07-30 11:17:00,209.92999,209.97,209.895,209.96001,66819,AAPL,twelve_data
2025-07-30 11:18:00,209.96001,209.974,209.85001,209.95,56290,AAPL,twelve_data
2025-07-30 11:19:00,209.95,210.0,209.89999,209.96001,58459,AAPL,twelve_data
2025-07-30 11:20:00,209.96001,209.96989,209.86031,209.86031,53087,AAPL,twelve_data
2025-07-30 11:21:00,209.86,209.9597,209.85001,209.9498,65367,AAPL,twelve_data
2025-07-30 11:22:00,209.92999,209.95,209.88499,209.895,35715,AAPL,twelve_data
2025-07-30 11:23:00,209.905,210.059998,209.8501,210.0099945,79543,AAPL,twelve_data
2025-07-30 11:24:00,210.0050049,210.050003,209.95,210.0050049,68010,AAPL,twelve_data
2025-07-30 11:25:00,210.0,210.039993,209.91,209.91499,45323,AAPL,twelve_data
2025-07-30 11:26:00,209.9122,209.92,209.825,209.83009,52102,AAPL,twelve_data
2025-07-30 11:27:00,209.83,209.8399,209.7301,209.75999,74172,AAPL,twelve_data
2025-07-30 11:28:00,209.75301,209.78,209.69,209.715,78692,AAPL,twelve_data
2025-07-30 11:29:00,209.715,209.77499,209.62,209.715,76625,AAPL,twelve_data
2025-07-30 11:30:00,209.72,209.765,209.66,209.75999,78400,AAPL,twelve_data
2025-07-30 11:31:00,209.75,209.78,209.66499,209.66499,57561,AAPL,twelve_data
2025-07-30 11:32:00,209.66,209.72,209.62,209.705,66285,AAPL,twelve_data
2025-07-30 11:33:00,209.7,209.7,209.64,209.6552,56279,AAPL,twelve_data
2025-07-30 11:34:00,209.66499,209.69,209.57001,209.58,52095,AAPL,twelve_data
2025-07-30 11:35:00,209.575,209.78999,209.575,209.75,49115,AAPL,twelve_data
2025-07-30 11:36:00,209.7401,209.75999,209.67081,209.74001,44316,AAPL,twelve_data
2025-07-30 11:37:00,209.731,209.795,209.69,209.78,32429,AAPL,twelve_data
2025-07-30 11:38:00,209.77,209.8,209.74989,209.75999,45694,AAPL,twelve_data
2025-07-30 11:39:00,209.755,209.77,209.7,209.715,35415,AAPL,twelve_data
2025-07-30 11:40:00,209.715,209.81,209.69501,209.78999,33954,AAPL,twelve_data
2025-07-30 11:41:00,209.78999,209.81,209.735,209.8,35921,AAPL,twelve_data
2025-07-30 11:42:00,209.8098,209.825,209.75,209.7514,35564,AAPL,twelve_data
2025-07-30 11:43:00,209.75169,209.7964,209.7,209.77,39208,AAPL,twelve_data
2025-07-30 11:44:00,209.765,209.89,209.765,209.8696,53663,AAPL,twelve_data
2025-07-30 11:45:00,209.85001,209.8553,209.72,209.82001,52941,AAPL,twelve_data
2025-07-30 11:46:00,209.8288,209.88,209.75999,209.83,49844,AAPL,twelve_data
2025-07-30 11:47:00,209.83,209.85001,209.78999,209.81,31569,AAPL,twelve_data
2025-07-30 11:48:00,209.8,209.83,209.77,209.8051,65618,AAPL,twelve_data
2025-07-30 11:49:00,209.78999,209.81,209.77,209.7988,24583,AAPL,twelve_data
2025-07-30 11:50:00,209.8,209.8,209.71001,209.72501,45022,AAPL,twelve_data
2025-07-30 11:51:00,209.73,209.73,209.66,209.7001,46327,AAPL,twelve_data
2025-07-30 11:52:00,209.71001,209.75999,209.69,209.75,34520,AAPL,twelve_data
2025-07-30 11:53:00,209.74001,209.84,209.705,209.80521,43813,AAPL,twelve_data
2025-07-30 11:54:00,209.80499,209.89861,209.80499,209.85001,68555,AAPL,twelve_data
2025-07-30 11:55:00,209.8423,209.9398,209.83,209.905,47468,AAPL,twelve_data
2025-07-30 11:56:00,209.91341,209.99001,209.89,209.96001,92321,AAPL,twelve_data
2025-07-30 11:57:00,209.96001,210.089996,209.9425,210.059998,71021,AAPL,twelve_data
2025-07-30 11:58:00,210.050003,210.16,210.050003,210.14,86496,AAPL,twelve_data
2025-07-30 11:59:00,210.155,210.19,210.13499,210.1604,77646,AAPL,twelve_data
2025-07-30 12:00:00,210.14999,210.205,210.089996,210.17999,73390,AAPL,twelve_data
2025-07-30 12:01:00,210.17999,210.22,210.14999,210.22,45208,AAPL,twelve_data
2025-07-30 12:02:00,210.215,210.2484,210.17661,210.24001,78443,AAPL,twelve_data
2025-07-30 12:03:00,210.24001,210.285,210.17999,210.25,66446,AAPL,twelve_data
2025-07-30 12:04:00,210.25,210.34,210.24001,210.2899,47694,AAPL,twelve_data
2025-07-30 12:05:00,210.285,210.28999,210.2296,210.27119,34924,AAPL,twelve_data
2025-07-30 12:06:00,210.2753,210.28999,210.2466,210.28,21498,AAPL,twelve_data
2025-07-30 12:07:00,210.285,210.28999,210.2,210.21001,32421,AAPL,twelve_data
2025-07-30 12:08:00,210.2,210.28999,210.2,210.22701,35193,AAPL,twelve_data
2025-07-30 12:09:00,210.215,210.24001,210.175,210.215,43790,AAPL,twelve_data
2025-07-30 12:10:00,210.21,210.22,210.16,210.22,10944,AAPL,twelve_data
2025-07-30 12:11:00,210.21,210.22,210.09,210.09,19152,AAPL,twelve_data
2025-07-30 12:12:00,210.12,210.14999,210.10001,210.14999,121864,AAPL,twelve_data
2025-07-30 12:13:00,210.145,210.14999,210.11,210.1199,31409,AAPL,twelve_data
2025-07-30 12:14:00,210.13,210.2,210.12,210.19501,33288,AAPL,twelve_data
2025-07-30 12:15:00,210.2,210.25,210.12,210.2352,30116,AAPL,twelve_data
2025-07-30 12:16:00,210.235,210.34,210.235,210.31,50061,AAPL,twelve_data
2025-07-30 12:17:00,210.295,210.32001,210.245,210.25999,41861,AAPL,twelve_data
2025-07-30 12:18:00,210.255,210.25999,210.1501,210.1501,37865,AAPL,twelve_data
2025-07-30 12:19:00,210.17,210.2599,210.17,210.24001,23339,AAPL,twelve_data
2025-07-30 12:20:00,210.24001,210.42,210.24001,210.41991,65499,AAPL,twelve_data
2025-07-30 12:21:00,210.405,210.405,210.31,210.32001,53144,AAPL,twelve_data
2025-07-30 12:22:00,210.325,210.35001,210.3,210.31419,39220,AAPL,twelve_data
2025-07-30 12:23:00,210.30099,210.30499,210.25999,210.28,37698,AAPL,twelve_data
2025-07-30 12:24:00,210.2614,210.28,210.25,210.25,17470,AAPL,twelve_data
2025-07-30 12:25:00,210.23,210.23,210.16,210.19,35014,AAPL,twelve_data
2025-07-30 12:26:00,210.2,210.20039,210.14,210.19,25518,AAPL,twelve_data
2025-07-30 12:27:00,210.17999,210.185,210.080002,210.10001,39628,AAPL,twelve_data
2025-07-30 12:28:00,210.11,210.14999,210.070007,210.10001,32739,AAPL,twelve_data
2025-07-30 12:29:00,210.10001,210.14,210.089996,210.12,19234,AAPL,twelve_data
2025-07-30 12:30:00,210.11,210.17,210.029999,210.029999,59126,AAPL,twelve_data
2025-07-30 12:31:00,210.020004,210.065002,209.9801,210.014999,66717,AAPL,twelve_data
2025-07-30 12:32:00,210.010101,210.050003,209.99001,210.034805,42231,AAPL,twelve_data
2025-07-30 12:33:00,210.035202,210.095001,210.035202,210.085602,25968,AAPL,twelve_data
2025-07-30 12:34:00,210.080093,210.095001,210.054993,210.055801,39236,AAPL,twelve_data
2025-07-30 12:35:00,210.059998,210.089905,210.0,210.020004,42173,AAPL,twelve_data
2025-07-30 12:36:00,210.012299,210.10001,210.0050049,210.095001,28639,AAPL,twelve_data
2025-07-30 12:37:00,210.10001,210.14999,210.089996,210.14999,37322,AAPL,twelve_data
2025-07-30 12:38:00,210.13,210.13,210.059998,210.105,27590,AAPL,twelve_data
2025-07-30 12:39:00,210.105,210.13,210.089996,210.105,21330,AAPL,twelve_data
2025-07-30 12:40:00,210.095001,210.095001,210.050003,210.078598,25251,AAPL,twelve_data
2025-07-30 12:41:00,210.070007,210.070007,209.94,210.020004,53282,AAPL,twelve_data
2025-07-30 12:42:00,210.021103,210.050003,210.00010681,210.020004,25363,AAPL,twelve_data
2025-07-30 12:43:00,210.020004,210.11,210.020004,210.050003,43198,AAPL,twelve_data
2025-07-30 12:44:00,210.059998,210.065002,209.95,209.99001,40243,AAPL,twelve_data
2025-07-30 12:45:00,210.0,210.039993,209.935,209.9463,51205,AAPL,twelve_data
2025-07-30 12:46:00,209.95,209.995,209.94,209.98,29877,AAPL,twelve_data
2025-07-30 12:47:00,209.98,209.99001,209.94,209.96001,30326,AAPL,twelve_data
2025-07-30 12:48:00,209.9599,209.9653,209.91,209.94,26641,AAPL,twelve_data
2025-07-30 12:49:00,209.937,209.94501,209.8903,209.91,36687,AAPL,twelve_data
2025-07-30 12:50:00,209.89999,209.89999,209.8201,209.86,48624,AAPL,twelve_data
2025-07-30 12:51:00,209.86,209.875,209.78999,209.78999,44211,AAPL,twelve_data
2025-07-30 12:52:00,209.7878,209.80499,209.75,209.755,46630,AAPL,twelve_data
2025-07-30 12:53:00,209.755,209.78799,209.69,209.71001,65110,AAPL,twelve_data
2025-07-30 12:54:00,209.7,209.71001,209.63,209.63,51471,AAPL,twelve_data
2025-07-30 12:55:00,209.6366,209.66,209.55,209.59,70889,AAPL,twelve_data
2025-07-30 12:56:00,209.59331,209.59331,209.50999,209.565,76803,AAPL,twelve_data
2025-07-30 12:57:00,209.57001,209.62,209.5533,209.58501,56223,AAPL,twelve_data
2025-07-30 12:58:00,209.59,209.645,209.575,209.625,62508,AAPL,twelve_data
2025-07-30 12:59:00,209.63,209.645,209.55,209.58,77363,AAPL,twelve_data
2025-07-30 13:00:00,209.58501,209.75999,209.58,209.73,70303,AAPL,twelve_data
2025-07-30 13:01:00,209.74001,209.75,209.64999,209.71989,40023,AAPL,twelve_data
2025-07-30 13:02:00,209.71001,209.75999,209.67,209.73,38904,AAPL,twelve_data
2025-07-30 13:03:00,209.72501,209.74001,209.67,209.69,41568,AAPL,twelve_data
2025-07-30 13:04:00,209.69479,209.73,209.675,209.67999,44215,AAPL,twelve_data
2025-07-30 13:05:00,209.69,209.71001,209.64999,209.67999,34749,AAPL,twelve_data
2025-07-30 13:06:00,209.6965,209.71001,209.5107,209.52,52350,AAPL,twelve_data
2025-07-30 13:07:00,209.53,209.53999,209.47,209.50999,105777,AAPL,twelve_data
2025-07-30 13:08:00,209.48,209.5287,209.455,209.50999,68868,AAPL,twelve_data
2025-07-30 13:09:00,209.5,209.5,209.42999,209.48,49267,AAPL,twelve_data
2025-07-30 13:10:00,209.495,209.495,209.42,209.44501,38849,AAPL,twelve_data
2025-07-30 13:11:00,209.44,209.55,209.41,209.55,55779,AAPL,twelve_data
2025-07-30 13:12:00,209.5498,209.5498,209.32001,209.3701,140554,AAPL,twelve_data
2025-07-30 13:13:00,209.37,209.4599,209.34,209.435,78132,AAPL,twelve_data
2025-07-30 13:14:00,209.42999,209.47,209.38789,209.42999,27429,AAPL,twelve_data
2025-07-30 13:15:00,209.43021,209.52499,209.42999,209.4547,36826,AAPL,twelve_data
2025-07-30 13:16:00,209.4501,209.57001,209.45,209.55119,36501,AAPL,twelve_data
2025-07-30 13:17:00,209.63,209.64999,209.55,209.64999,62218,AAPL,twelve_data
2025-07-30 13:18:00,209.64999,209.7095,209.62,209.6701,53569,AAPL,twelve_data
2025-07-30 13:19:00,209.6778,209.71001,209.64301,209.67889,50992,AAPL,twelve_data
2025-07-30 13:20:00,209.6799,209.72,209.64999,209.67999,34626,AAPL,twelve_data
2025-07-30 13:21:00,209.67999,209.67999,209.56,209.63499,42532,AAPL,twelve_data
2025-07-30 13:22:00,209.6353,209.66,209.61,209.61,28270,AAPL,twelve_data
2025-07-30 13:23:00,209.60001,209.61,209.52,209.53999,32465,AAPL,twelve_data
2025-07-30 13:24:00,209.55009,209.58,209.55,209.55499,24706,AAPL,twelve_data
2025-07-30 13:25:00,209.55499,209.67,209.55,209.67,39211,AAPL,twelve_data
2025-07-30 13:26:00,209.675,209.7693,209.675,209.75011,46281,AAPL,twelve_data
2025-07-30 13:27:00,209.75999,209.81,209.75,209.79601,47636,AAPL,twelve_data
2025-07-30 13:28:00,209.8,209.81,209.7706,209.8015,39919,AAPL,twelve_data
2025-07-30 13:29:00,209.81441,209.815,209.75011,209.7565,27117,AAPL,twelve_data
2025-07-30 13:30:00,209.75,209.78,209.73,209.78,27389,AAPL,twelve_data
2025-07-30 13:31:00,209.77499,209.77499,209.72,209.7402,21131,AAPL,twelve_data
2025-07-30 13:32:00,209.75011,209.8799,209.75011,209.825,46368,AAPL,twelve_data
2025-07-30 13:33:00,209.8188,209.89,209.8121,209.86501,34340,AAPL,twelve_data
2025-07-30 13:34:00,209.8699,209.89,209.8101,209.88499,62163,AAPL,twelve_data
2025-07-30 13:35:00,209.85001,209.875,209.8325,209.875,20745,AAPL,twelve_data
2025-07-30 13:36:00,209.88,209.8999,209.86,209.8748,26784,AAPL,twelve_data
2025-07-30 13:37:00,209.86501,209.96001,209.86011,209.9565,46272,AAPL,twelve_data
2025-07-30 13:38:00,209.9501,210.0099945,209.9501,209.97729,61039,AAPL,twelve_data
2025-07-30 13:39:00,209.985,210.0099945,209.9615,209.99001,58375,AAPL,twelve_data
2025-07-30 13:40:00,209.99001,210.089996,209.98,210.080002,75305,AAPL,twelve_data
2025-07-30 13:41:00,210.070007,210.080002,210.020004,210.080002,26270,AAPL,twelve_data
2025-07-30 13:42:00,210.080002,210.080002,210.020905,210.029999,26423,AAPL,twelve_data
2025-07-30 13:43:00,210.020004,210.089996,210.0,210.089996,33943,AAPL,twelve_data
2025-07-30 13:44:00,210.089996,210.1499,210.065002,210.080002,47227,AAPL,twelve_data
2025-07-30 13:45:00,210.089996,210.089996,209.995,210.024994,46488,AAPL,twelve_data
2025-07-30 13:46:00,210.030106,210.059998,209.98,209.98,33353,AAPL,twelve_data
2025-07-30 13:47:00,209.98,209.98,209.91,209.91499,38386,AAPL,twelve_data
2025-07-30 13:48:00,209.91499,209.92999,209.78,209.815,62244,AAPL,twelve_data
2025-07-30 13:49:00,209.81,209.825,209.745,209.82001,65523,AAPL,twelve_data
2025-07-30 13:50:00,209.815,209.84,209.78999,209.8042,29461,AAPL,twelve_data
2025-07-30 13:51:00,209.80521,209.89999,209.78,209.86,43832,AAPL,twelve_data
2025-07-30 13:52:00,209.86,209.88,209.8,209.84,33640,AAPL,twelve_data
2025-07-30 13:53:00,209.84,209.96339,209.84,209.9315,53498,AAPL,twelve_data
2025-07-30 13:54:00,209.92999,209.97,209.895,209.94,33406,AAPL,twelve_data
2025-07-30 13:55:00,209.95,209.9684,209.91,209.92999,31209,AAPL,twelve_data
2025-07-30 13:56:00,209.92999,209.9888,209.92,209.98,26900,AAPL,twelve_data
2025-07-30 13:57:00,209.9828,210.039993,209.97009,210.039993,40105,AAPL,twelve_data
2025-07-30 13:58:00,210.050003,210.054993,209.894,209.894,37421,AAPL,twelve_data
2025-07-30 13:59:00,209.88,209.92,209.84,209.895,41774,AAPL,twelve_data
2025-07-30 14:00:00,209.94,210.035004,209.89,209.99001,68807,AAPL,twelve_data
2025-07-30 14:01:00,209.98,209.99001,209.7901,209.81,45124,AAPL,twelve_data
2025-07-30 14:02:00,209.80499,209.80991,209.675,209.75,52702,AAPL,twelve_data
2025-07-30 14:03:00,209.75,209.8199,209.72,209.815,37116,AAPL,twelve_data
2025-07-30 14:04:00,209.81,209.84351,209.765,209.83,586745,AAPL,twelve_data
2025-07-30 14:05:00,209.855,209.96001,209.78101,209.7868,44884,AAPL,twelve_data
2025-07-30 14:06:00,209.78011,209.81,209.67999,209.735,57027,AAPL,twelve_data
2025-07-30 14:07:00,209.74001,209.7589,209.68089,209.745,41528,AAPL,twelve_data
2025-07-30 14:08:00,209.73,209.78,209.63,209.67999,45934,AAPL,twelve_data
2025-07-30 14:09:00,209.6722,209.74001,209.66,209.72,40105,AAPL,twelve_data
2025-07-30 14:10:00,209.72501,209.87981,209.71001,209.82001,40261,AAPL,twelve_data
2025-07-30 14:11:00,209.825,209.845,209.77299,209.77499,31750,AAPL,twelve_data
2025-07-30 14:12:00,209.78999,209.81,209.66499,209.715,37661,AAPL,twelve_data
2025-07-30 14:13:00,209.72,209.73,209.5045,209.5045,60960,AAPL,twelve_data
2025-07-30 14:14:00,209.53,209.61501,209.5,209.55,79264,AAPL,twelve_data
2025-07-30 14:15:00,209.5502,209.66,209.53999,209.63,55768,AAPL,twelve_data
2025-07-30 14:16:00,209.62,209.63989,209.53999,209.59,47093,AAPL,twelve_data
2025-07-30 14:17:00,209.58,209.59,209.495,209.53999,41025,AAPL,twelve_data
2025-07-30 14:18:00,209.5201,209.5899,209.48,209.56,59005,AAPL,twelve_data
2025-07-30 14:19:00,209.5553,209.5898,209.53,209.58501,32189,AAPL,twelve_data
2025-07-30 14:20:00,209.58501,209.59,209.5101,209.5699,43867,AAPL,twelve_data
2025-07-30 14:21:00,209.565,209.625,209.55,209.55,53517,AAPL,twelve_data
2025-07-30 14:22:00,209.55,209.63499,209.55,209.63,33651,AAPL,twelve_data
2025-07-30 14:23:00,209.63499,209.7399,209.63499,209.71471,57962,AAPL,twelve_data
2025-07-30 14:24:00,209.715,209.72,209.62,209.625,47937,AAPL,twelve_data
2025-07-30 14:25:00,209.625,209.69,209.625,209.66499,35444,AAPL,twelve_data
2025-07-30 14:26:00,209.66499,209.74001,209.64,209.7365,37095,AAPL,twelve_data
2025-07-30 14:27:00,209.73,209.84,209.72501,209.83009,42161,AAPL,twelve_data
2025-07-30 14:28:00,209.82001,209.87981,209.81,209.825,38097,AAPL,twelve_data
2025-07-30 14:29:00,209.83,209.87,209.78,209.855,86396,AAPL,twelve_data
2025-07-30 14:30:00,209.855,209.895,209.81,209.87061,50752,AAPL,twelve_data
2025-07-30 14:31:00,209.88,210.089996,209.88,210.070007,74141,AAPL,twelve_data
2025-07-30 14:32:00,210.080002,210.11,210.0,210.0099945,81475,AAPL,twelve_data
2025-07-30 14:33:00,210.0052948,210.059906,209.9223,209.9978,59038,AAPL,twelve_data
2025-07-30 14:34:00,209.9998,210.14,209.97,210.065002,83955,AAPL,twelve_data
2025-07-30 14:35:00,210.065002,210.11,210.026993,210.039993,60094,AAPL,twelve_data
2025-07-30 14:36:00,210.050003,210.059998,209.63,209.73,112490,AAPL,twelve_data
2025-07-30 14:37:00,209.74001,210.039993,209.74001,209.83,139680,AAPL,twelve_data
2025-07-30 14:38:00,209.78,209.84,209.63499,209.67999,43818,AAPL,twelve_data
2025-07-30 14:39:00,209.67999,209.78,209.53999,209.625,48750,AAPL,twelve_data
2025-07-30 14:40:00,209.6297,209.63,209.47,209.5088,78623,AAPL,twelve_data
2025-07-30 14:41:00,209.5,209.53999,209.36011,209.505,89049,AAPL,twelve_data
2025-07-30 14:42:00,209.505,209.7,209.4624,209.685,69614,AAPL,twelve_data
2025-07-30 14:43:00,209.69,209.8,209.6796,209.78,63974,AAPL,twelve_data
2025-07-30 14:44:00,209.78,209.86,209.74001,209.8,44664,AAPL,twelve_data
2025-07-30 14:45:00,209.795,209.80499,209.63,209.655,70185,AAPL,twelve_data
2025-07-30 14:46:00,209.66,209.67999,209.47,209.5965,93336,AAPL,twelve_data
2025-07-30 14:47:00,209.60001,209.62,209.48,209.5,70452,AAPL,twelve_data
2025-07-30 14:48:00,209.485,209.49001,209.35001,209.36,83994,AAPL,twelve_data
2025-07-30 14:49:00,209.35001,209.39999,209.25999,209.32001,99681,AAPL,twelve_data
2025-07-30 14:50:00,209.32001,209.325,208.799,208.88,299876,AAPL,twelve_data
2025-07-30 14:51:00,208.8956,209.070007,208.88,209.0,140840,AAPL,twelve_data
2025-07-30 14:52:00,208.995,209.039993,208.89,208.92999,92735,AAPL,twelve_data
2025-07-30 14:53:00,208.91,208.91,208.73,208.895,101482,AAPL,twelve_data
2025-07-30 14:54:00,208.8996,209.039795,208.83,208.84,95920,AAPL,twelve_data
2025-07-30 14:55:00,208.83,208.94,208.73,208.77,66853,AAPL,twelve_data
2025-07-30 14:56:00,208.75,208.78,208.53999,208.63,147080,AAPL,twelve_data
2025-07-30 14:57:00,208.62,208.62,208.44,208.5397,132315,AAPL,twelve_data
2025-07-30 14:58:00,208.47,208.67999,208.45,208.59,139528,AAPL,twelve_data
2025-07-30 14:59:00,208.55,208.64,208.3,208.35001,131422,AAPL,twelve_data
2025-07-30 15:00:00,208.31,208.31,207.87,208.17,318556,AAPL,twelve_data
2025-07-30 15:01:00,208.13,208.22,207.97009,208.19,101427,AAPL,twelve_data
2025-07-30 15:02:00,208.16,208.32001,208.039993,208.27,93136,AAPL,twelve_data
2025-07-30 15:03:00,208.25,208.25999,208.020004,208.029999,130087,AAPL,twelve_data
2025-07-30 15:04:00,208.020004,208.059998,207.87,207.9756,100778,AAPL,twelve_data
2025-07-30 15:05:00,207.97,208.072403,207.83,207.881,85705,AAPL,twelve_data
2025-07-30 15:06:00,207.85001,208.0036011,207.7312,207.99001,122666,AAPL,twelve_data
2025-07-30 15:07:00,207.97,208.089996,207.92999,207.96001,96190,AAPL,twelve_data
2025-07-30 15:08:00,207.96001,208.065002,207.72,207.95,126822,AAPL,twelve_data
2025-07-30 15:09:00,207.96001,208.1292,207.9201,208.070007,76104,AAPL,twelve_data
2025-07-30 15:10:00,208.070007,208.089996,207.92999,208.074997,76480,AAPL,twelve_data
2025-07-30 15:11:00,208.065002,208.34,207.99001,208.2191,98799,AAPL,twelve_data
2025-07-30 15:12:00,208.2,208.34,208.1601,208.295,96253,AAPL,twelve_data
2025-07-30 15:13:00,208.31,208.39999,208.25999,208.35001,93737,AAPL,twelve_data
2025-07-30 15:14:00,208.36,208.53,208.2515,208.28,109761,AAPL,twelve_data
2025-07-30 15:15:00,208.285,208.38,208.14999,208.36,90084,AAPL,twelve_data
2025-07-30 15:16:00,208.38,208.45,208.32001,208.32001,98544,AAPL,twelve_data
2025-07-30 15:17:00,208.33,208.4399,208.245,208.42,102223,AAPL,twelve_data
2025-07-30 15:18:00,208.42,208.5304,208.36011,208.38,76151,AAPL,twelve_data
2025-07-30 15:19:00,208.39,208.53,208.35001,208.42999,157261,AAPL,twelve_data
2025-07-30 15:20:00,208.39,208.67,208.35001,208.64,109492,AAPL,twelve_data
2025-07-30 15:21:00,208.64999,208.71001,208.48,208.48,112039,AAPL,twelve_data
2025-07-30 15:22:00,208.49001,208.5797,208.35001,208.37,83876,AAPL,twelve_data
2025-07-30 15:23:00,208.375,208.39,208.27,208.34,65114,AAPL,twelve_data
2025-07-30 15:24:00,208.33,208.39999,208.27499,208.28999,61180,AAPL,twelve_data
2025-07-30 15:25:00,208.28,208.47,208.28,208.44,69822,AAPL,twelve_data
2025-07-30 15:26:00,208.44,208.46001,208.325,208.42,74748,AAPL,twelve_data
2025-07-30 15:27:00,208.45,208.52,208.38029,208.47,66037,AAPL,twelve_data
2025-07-30 15:28:00,208.47501,208.50011,208.36,208.41,74486,AAPL,twelve_data
2025-07-30 15:29:00,208.41,208.53999,208.375,208.52,69018,AAPL,twelve_data
2025-07-30 15:30:00,208.50999,208.75999,208.5,208.74001,102564,AAPL,twelve_data
2025-07-30 15:31:00,208.74001,208.83,208.7001,208.755,95840,AAPL,twelve_data
2025-07-30 15:32:00,208.755,208.79,208.61,208.63,21171,AAPL,twelve_data
2025-07-30 15:33:00,208.64999,208.71001,208.50999,208.50999,153920,AAPL,twelve_data
2025-07-30 15:34:00,208.515,208.64999,208.5,208.64,78301,AAPL,twelve_data
2025-07-30 15:35:00,208.64,208.74001,208.59,208.67999,69476,AAPL,twelve_data
2025-07-30 15:36:00,208.69,208.69,208.55,208.58,65126,AAPL,twelve_data
2025-07-30 15:37:00,208.565,208.58,208.35001,208.35001,86906,AAPL,twelve_data
2025-07-30 15:38:00,208.34,208.37041,208.25999,208.34,89249,AAPL,twelve_data
2025-07-30 15:39:00,208.34,208.39,208.27,208.3,69963,AAPL,twelve_data
2025-07-30 15:40:00,208.28999,208.37,208.25369,208.35001,74689,AAPL,twelve_data
2025-07-30 15:41:00,208.36,208.59,208.36,208.53999,90528,AAPL,twelve_data
2025-07-30 15:42:00,208.55,208.67,208.49001,208.5,99676,AAPL,twelve_data
2025-07-30 15:43:00,208.47,208.47501,208.22,208.23,75102,AAPL,twelve_data
2025-07-30 15:44:00,208.23,208.245,208.13,208.16,70856,AAPL,twelve_data
2025-07-30 15:45:00,208.17,208.33,208.14999,208.32001,81515,AAPL,twelve_data
2025-07-30 15:46:00,208.32001,208.545,208.32001,208.52,91120,AAPL,twelve_data
2025-07-30 15:47:00,208.55,208.59,208.47,208.5,81910,AAPL,twelve_data
2025-07-30 15:48:00,208.505,208.5417,208.30499,208.31731,93263,AAPL,twelve_data
2025-07-30 15:49:00,208.32001,208.49001,208.28999,208.39999,75764,AAPL,twelve_data
